neighbourhood_group,neighbourhood,room_type,minimum_nights,price
1,26,1,1,460
1,7,1,6,450
1,23,1,5,250
0,90,1,30,75
1,27,0,2,101
1,8,1,2,150
0,6,0,5,60
0,3,1,7,200
0,123,1,1,100
1,2,1,1,200
1,8,1,30,142
2,44,0,1,35
0,6,0,1,165
1,45,0,4,95
0,6,1,3,120
1,4,0,1,210
2,37,0,1,95
0,20,1,3,175
1,2,0,1,100
0,6,0,2,55
0,21,1,3,100
0,6,1,3,149
2,63,0,1,50
1,28,0,3,101
1,1,0,2,200
2,37,0,1,35
1,7,1,4,380
0,20,1,30,129
0,20,0,1,75
0,22,1,5,85
2,46,1,2,1000
1,43,1,2,230
1,19,0,3,150
1,9,0,1,75
1,71,0,2,113
0,20,1,1,120
1,2,0,3,70
1,8,1,30,109
1,19,0,3,100
1,9,1,4,250
1,4,1,6,200
0,15,1,2,200
1,68,1,1,250
0,6,1,7,125
0,15,0,1,75
1,19,1,26,140
0,15,1,5,100
0,24,1,1,100
2,103,1,2,118
0,117,0,7,68
1,43,1,2,165
1,8,0,3,120
0,73,2,3,40
0,15,1,2,200
0,34,0,1,55
1,8,1,3,380
2,31,0,30,51
0,20,1,1,200
0,21,0,3,45
0,54,0,2,54
0,12,0,5,99
0,6,0,3,70
0,84,0,1,89
1,23,0,3,77
0,6,0,2,45
0,20,0,5,55
0,38,1,29,300
1,7,1,3,150
0,12,1,1,215
1,1,1,3,190
0,12,1,3,175
1,68,0,2,150
1,11,1,1,89
1,19,1,1,125
0,21,0,5,65
1,8,1,7,590
0,12,0,1,109
1,11,1,3,175
0,21,1,2,70
0,76,0,1,89
1,7,1,2,280
2,47,1,2,250
1,2,0,1,100
1,23,0,1,125
0,12,1,7,90
1,71,1,30,257
4,205,0,3,75
1,8,0,7,110
2,87,0,2,70
0,6,1,3,100
1,71,1,29,244
0,12,0,2,60
1,4,1,3,265
0,111,1,1,67
1,19,1,1,70
0,20,1,2,160
2,37,0,1,85
0,6,1,3,145
1,43,0,1,115
1,43,1,30,189
0,12,1,3,180
0,20,0,3,50
1,7,0,3,120
2,56,0,1,100
1,2,0,2,100
0,79,1,7,200
1,23,0,3,99
0,6,0,1,55
2,56,0,3,55
0,13,1,1,190
1,7,1,3,195
1,9,1,5,175
0,22,0,1,65
1,23,1,5,110
0,29,1,3,120
0,111,0,3,80
0,6,1,5,119
0,12,1,11,175
1,5,1,30,175
0,67,0,2,40
4,80,1,2,145
0,12,1,2,295
1,28,1,5,200
1,7,1,30,199
0,15,0,5,31
1,8,0,2,133
2,152,1,1,95
0,96,1,3,162
0,12,1,6,195
1,26,1,4,110
0,123,1,1,80
1,4,0,3,75
2,83,2,1,70
0,6,0,2,90
1,8,0,1,95
2,87,1,1,135
0,12,1,2,350
1,2,0,1,90
1,30,0,1,66
2,39,2,7,30
0,12,1,3,200
1,23,1,10,130
1,30,0,1,35
0,15,1,5,250
2,56,0,4,75
0,6,1,4,150
2,83,1,2,115
1,8,0,1,52
2,129,1,1,71
4,99,1,5,40
1,28,1,7,345
1,7,1,1,150
1,43,1,30,229
0,17,1,3,160
0,24,1,28,80
0,20,1,2,115
1,2,1,5,400
0,38,1,13,98
2,106,1,1,137
0,100,1,2,139
1,7,0,1,561
0,12,0,30,125
1,52,1,1,149
2,37,0,1,36
1,30,1,1,225
1,11,1,2,175
0,12,1,1,160
0,54,1,5,220
1,68,1,4,170
1,8,1,3,550
0,12,1,3,225
1,2,0,1,100
2,37,0,1,57
1,77,1,5,375
0,6,0,15,48
1,77,0,1,107
0,6,0,3,60
0,6,0,1,42
2,44,0,2,45
0,20,0,1,49
4,144,0,2,29
0,12,0,3,99
2,56,1,2,99
0,12,1,4,128
1,19,1,1,96
0,12,1,1,280
1,2,0,1,60
3,86,0,4,34
1,23,1,7,143
1,28,1,30,210
3,41,1,4,65
1,11,1,30,305
1,7,0,7,130
1,9,1,4,145
0,15,1,2,150
1,68,1,3,150
0,13,0,2,159
1,18,1,2,50
0,17,1,3,200
0,21,1,2,199
1,19,1,2,123
1,1,1,30,110
1,43,0,3,100
1,30,0,2,85
0,21,0,3,90
0,21,0,2,60
1,14,1,2,185
0,21,0,2,80
1,1,1,2,400
0,6,1,3,245
1,1,1,1,180
0,21,0,2,95
0,12,0,3,60
2,62,0,1,85
1,43,1,2,165
2,160,0,10,55
1,8,1,30,3000
1,1,1,2,159
1,23,0,2,100
1,2,0,1,150
0,6,0,2,55
1,14,1,2,159
1,2,1,3,139
0,12,0,1,55
1,7,1,1,180
2,39,1,2,65
0,84,0,1,100
0,21,0,2,60
2,56,0,4,39
0,20,0,2,45
0,12,1,3,500
0,10,1,2,125
1,1,0,2,149
0,15,0,1,59
0,21,0,90,35
0,15,0,5,45
1,30,1,5,200
0,21,0,3,35
0,21,0,2,31
2,94,0,4,73
1,2,0,1,141
1,27,1,5,500
1,7,1,2,300
1,2,0,2,85
0,15,0,3,50
2,37,1,2,159
0,6,1,2,175
0,16,1,60,180
0,12,0,3,145
4,98,1,4,81
1,1,1,5,279
0,6,1,2,99
0,10,1,4,360
0,21,0,1,60
0,16,1,3,250
1,28,1,2,141
0,24,0,20,35
1,7,0,30,110
1,7,1,1,130
1,7,1,30,211
0,34,1,1,150
0,12,0,1,95
1,2,1,1,114
0,17,1,1,50
1,1,1,5,395
0,6,0,2,60
2,39,0,4,60
2,39,0,2,50
1,9,1,2,250
2,39,0,60,60
1,1,0,1,120
0,12,1,7,145
1,30,0,21,55
2,107,0,1,60
2,159,1,4,100
2,44,0,1,48
1,26,1,30,199
1,28,1,30,175
1,19,1,2,160
0,6,0,1,35
4,80,0,1,85
1,52,1,30,142
1,7,0,1,125
0,6,0,1,60
1,2,0,3,66
0,15,1,1,110
0,36,1,3,200
1,14,1,30,314
3,215,1,5,70
0,13,1,4,160
1,7,0,3,105
0,33,0,2,210
1,19,1,1,169
0,15,0,1,39
0,12,1,5,350
0,6,0,2,50
0,21,0,2,42
1,19,1,7,300
1,2,1,3,300
1,23,1,2,115
0,22,1,2,55
0,12,0,3,95
0,21,0,2,75
0,21,0,5,2000
2,56,1,1,165
1,7,1,3,300
0,21,1,5,145
0,15,0,21,37
2,56,1,4,86
1,26,1,4,220
1,19,1,4,199
0,20,1,2,150
0,13,1,1,160
0,6,1,5,150
2,31,0,2,50
0,6,1,3,119
0,15,0,10,35
0,15,0,2,50
0,24,1,1,800
1,11,1,30,379
0,12,1,31,91
1,2,0,2,85
0,33,1,5,600
1,11,1,1,158
2,49,0,2,70
1,5,1,2,231
1,28,1,5,120
1,4,0,1,80
1,2,1,3,450
1,14,1,1,210
0,79,0,2,40
1,27,1,3,150
1,7,1,3,199
1,19,1,2,250
1,28,1,7,145
0,13,1,3,108
0,15,1,7,250
1,1,0,1,100
0,12,1,4,450
0,13,0,1,100
1,4,0,1,150
0,6,1,4,160
1,7,1,2,249
1,2,1,2,165
0,12,1,3,200
1,68,0,2,74
0,12,1,3,210
0,32,0,2,240
1,11,0,3,100
1,4,1,4,270
0,38,1,14,425
2,63,1,30,69
0,12,1,2,159
1,2,0,2,79
1,19,1,5,200
1,23,1,2,205
1,2,0,2,75
0,21,0,2,60
1,4,0,2,113
1,19,1,1,199
2,56,0,10,55
1,7,1,2,250
0,13,2,1,39
0,6,1,3,120
1,14,1,29,249
1,77,0,1,200
2,81,0,1,180
1,19,0,1,100
0,12,0,1,64
0,15,1,6,100
0,3,0,3,90
1,7,1,3,300
1,7,2,1,75
1,1,0,7,140
0,3,1,2,94
0,24,1,2,120
1,8,1,2,150
0,15,1,3,205
0,6,0,1,75
0,12,1,2,100
1,14,0,1,83
2,44,1,2,135
0,3,0,4,108
1,2,1,3,250
0,36,1,6,285
1,30,1,5,200
2,112,1,2,200
1,26,0,2,100
0,3,1,10,115
0,6,0,1,50
1,1,1,1,820
1,19,1,5,100
1,132,0,1,45
1,11,1,3,249
0,15,1,3,69
0,15,1,3,95
1,19,0,1,60
1,23,1,6,140
1,27,1,3,400
1,71,0,1,100
0,12,1,4,200
1,71,1,1,2000
0,34,0,30,75
2,31,0,1,60
1,28,1,4,840
1,28,0,3,90
0,21,0,3,30
1,52,0,1,120
1,19,1,1,215
1,7,0,4,95
0,17,1,2,300
1,8,0,1,35
0,6,0,2,50
0,12,1,1,99
0,21,2,30,34
1,2,0,2,60
1,8,1,30,294
1,28,0,2,90
2,56,0,18,39
1,2,1,2,88
0,29,1,2,275
1,14,1,26,130
0,6,1,2,125
1,8,1,2,200
3,55,0,2,49
2,37,1,30,110
1,8,1,2,350
1,9,0,4,87
0,21,0,1,55
1,30,1,30,65
0,13,1,4,119
2,56,0,2,80
1,27,0,5,82
0,6,1,2,75
0,3,1,4,124
1,5,1,5,155
0,10,0,1,69
0,6,0,2,89
1,2,0,1,93
1,64,1,2,250
0,12,1,7,150
0,21,0,1,80
0,20,1,4,118
4,57,0,1,80
0,113,0,4,85
0,32,1,1,125
1,1,1,30,200
0,6,1,5,95
0,15,0,1,49
0,29,1,5,135
1,19,1,3,350
0,21,1,1,95
0,12,1,2,249
1,52,0,7,200
0,54,1,2,105
1,2,0,21,40
0,22,1,20,70
1,26,0,30,57
1,11,1,9,180
1,1,1,30,239
1,26,1,30,159
1,11,0,1,999
0,3,0,3,180
2,85,1,3,250
4,59,1,3,149
0,16,0,2,60
1,7,1,3,375
2,56,1,2,250
2,83,0,30,35
1,19,0,30,95
1,1,1,2,299
0,12,0,1,60
1,43,1,2,150
2,25,1,2,200
0,33,0,2,100
4,114,1,5,200
0,10,0,5,75
1,8,1,7,230
0,15,0,2,90
4,72,2,1,60
0,21,0,1,70
0,16,0,3,65
0,21,0,5,50
0,21,0,2,75
0,33,1,2,160
0,22,0,53,40
1,2,2,2,69
0,12,0,3,45
0,6,0,3,45
0,6,0,1,38
0,12,1,2,250
1,7,1,1,850
1,5,1,29,204
1,7,0,12,130
1,26,1,2,175
0,13,0,30,48
1,28,0,2,69
1,1,2,3,65
2,39,2,3,30
0,73,0,3,55
0,21,0,1,80
1,45,1,1,100
0,12,1,2,139
0,0,0,1,65
0,20,1,1,154
0,20,1,6,150
1,19,1,30,267
0,15,1,4,130
0,15,1,5,120
0,67,0,1,149
3,179,1,1,115
2,56,0,2,87
0,12,1,2,300
0,15,1,3,135
2,85,0,2,70
1,28,1,5,140
1,14,1,7,160
0,20,1,3,135
2,44,1,2,140
1,2,0,1,58
0,6,1,3,145
1,43,1,2,299
1,23,1,7,100
0,24,1,3,115
1,30,0,1,50
1,2,1,2,80
0,12,0,2,178
0,12,0,14,55
2,25,1,5,150
1,64,1,7,300
1,77,1,4,500
2,85,0,2,60
0,15,1,5,150
1,1,1,30,400
2,25,2,5,45
0,10,1,2,200
0,15,1,4,119
1,26,1,5,250
2,31,1,30,99
1,19,0,3,55
4,88,0,2,50
1,28,1,1,160
0,6,1,10,150
1,19,0,10,67
1,30,2,1,50
0,12,0,1,40
1,8,1,30,400
0,12,1,4,139
1,14,0,2,100
0,54,0,4,47
1,28,0,5,95
0,21,0,2,103
1,30,0,2,50
1,1,1,2,175
1,4,0,1,150
1,9,0,2,115
0,6,0,2,100
1,23,1,30,110
1,11,1,2,220
1,1,0,3,90
1,1,1,2,101
0,6,1,3,200
1,23,0,2,91
2,39,1,3,100
0,6,0,2,87
3,172,1,2,149
1,11,1,30,150
1,2,0,2,90
4,128,1,1,50
0,21,1,2,125
1,45,0,3,100
1,30,0,29,27
1,8,1,2,150
0,34,0,1,129
2,56,0,1,90
0,12,1,4,100
1,2,0,1,49
0,12,0,3,115
1,43,0,5,100
0,6,0,3,45
1,1,1,3,150
2,94,0,1,75
0,10,0,1,70
1,4,0,2,99
0,6,1,2,139
0,12,0,3,99
0,24,0,28,65
0,12,1,3,150
0,6,1,3,95
0,54,1,1,225
2,56,1,3,87
2,56,0,2,65
1,14,1,29,260
0,12,0,7,42
1,14,1,6,165
0,24,0,1,55
1,11,1,2,300
0,84,1,30,50
1,18,1,1,120
0,13,0,2,175
0,12,1,14,300
1,4,1,30,35
1,4,1,2,115
0,15,0,1,46
1,28,1,2,140
1,28,1,2,161
0,6,0,2,39
1,19,0,2,80
0,15,1,2,178
2,39,0,3,60
1,45,0,14,55
0,12,1,5,99
0,6,0,2,58
0,54,0,13,42
2,155,1,1,280
0,12,1,4,220
2,56,0,4,50
1,19,1,30,245
0,6,1,1,70
2,39,0,3,65
1,1,1,4,200
1,53,0,4,74
0,15,0,2,90
1,8,1,3,225
1,8,1,30,140
0,12,1,2,165
1,19,1,2,150
2,106,1,1,92
0,38,1,2,180
1,2,1,1,136
0,12,1,2,295
0,10,0,2,60
1,19,1,2,156
1,19,1,6,155
1,19,1,1,55
0,20,0,1,60
0,6,0,14,85
2,56,2,2,45
1,8,1,7,800
1,2,0,10,120
1,14,0,1,99
0,90,0,7,35
1,28,1,1,200
0,29,0,1,85
2,149,0,3,59
0,20,1,2,199
0,36,1,3,198
0,12,0,30,79
3,199,1,2,100
0,12,1,3,465
1,7,2,2,64
1,9,0,2,100
2,39,0,5,45
1,7,1,30,399
0,13,1,2,199
3,172,1,2,135
1,4,0,3,85
0,0,0,14,35
0,6,1,5,75
1,28,1,4,199
2,56,1,3,120
1,5,1,30,150
0,6,0,3,45
0,6,1,4,127
0,32,0,1,80
0,96,1,6,350
1,27,1,2,450
0,33,1,1,200
1,8,0,30,65
0,117,0,1,30
0,15,1,3,125
1,45,0,3,70
0,15,1,3,350
0,6,0,2,85
0,6,0,2,54
0,75,0,1,55
0,54,1,59,104
1,43,1,2,252
3,185,0,3,55
0,84,1,3,70
0,54,0,30,57
1,28,0,1,190
0,12,1,3,700
0,24,1,1,100
0,21,1,1,125
1,43,0,1,270
1,43,1,2,245
0,6,0,2,50
1,52,1,3,250
1,27,1,1,895
0,22,0,2,55
1,4,0,2,90
1,14,0,5,80
0,15,0,2,69
1,71,1,3,239
1,28,1,4,209
0,12,1,2,195
1,14,1,7,146
1,11,1,6,180
1,14,1,7,85
0,21,0,1,65
1,2,1,30,250
0,12,0,1,80
0,12,1,30,120
0,13,1,3,150
1,64,1,1,89
1,51,0,2,83
0,12,0,1,150
0,24,0,4,110
1,2,1,4,120
1,2,0,1,99
0,20,0,1,50
0,12,1,29,220
1,7,1,30,748
2,107,0,1,31
0,6,0,10,42
1,4,1,6,170
1,2,0,3,65
1,2,0,1,61
1,30,0,1,35
1,23,1,3,214
1,2,0,3,54
1,2,0,3,75
1,28,0,3,250
0,21,0,1,65
1,28,1,5,160
1,7,1,3,199
0,33,1,4,150
0,21,1,3,66
1,14,1,3,223
2,198,0,1,65
2,81,0,1,53
0,54,0,2,49
0,21,0,4,65
1,28,0,1,110
1,27,1,4,355
1,7,0,3,70
1,9,1,2,175
1,2,0,2,90
1,8,1,30,150
1,4,0,2,99
1,5,1,30,219
1,14,1,1,250
1,2,2,1,75
2,44,0,2,34
1,9,1,1,105
1,4,1,1,145
1,7,1,30,225
1,28,1,2,199
1,64,1,5,200
0,17,0,2,135
2,25,0,2,149
1,4,0,1,89
2,87,1,2,110
0,40,1,7,150
4,181,1,2,199
1,43,1,30,289
1,8,1,1,190
1,14,1,3,1100
0,21,0,1,35
1,2,0,30,89
2,162,0,1,70
0,6,1,4,85
1,26,2,2,39
0,15,0,4,100
1,77,0,3,110
2,56,0,3,70
1,4,1,1,89
4,120,0,1,107
0,12,1,3,650
1,18,0,2,50
0,6,1,3,125
1,4,1,1,150
0,6,1,2,140
0,3,1,10,200
2,87,0,1,66
1,26,1,30,159
1,2,0,1,57
0,12,1,5,450
2,56,1,21,79
1,71,1,30,199
1,19,0,1,55
1,8,1,1,118
1,28,0,31,42
1,7,1,10,500
2,63,0,1,90
0,54,0,2,81
1,2,0,2,55
4,88,0,1,60
0,15,0,5,68
0,12,0,1,110
1,64,0,4,95
2,94,1,5,80
2,85,0,1,63
1,2,1,1,125
1,71,0,1,100
1,11,1,3,400
2,37,0,2,66
0,21,0,3,65
2,62,1,1,110
2,124,1,2,249
0,12,1,3,275
1,7,1,2,259
0,15,1,2,75
2,63,0,15,55
0,20,1,11,150
0,70,0,3,65
0,21,0,2,50
0,6,0,1,75
1,27,1,28,250
1,19,0,2,110
1,2,1,2,344
0,6,1,30,58
2,83,0,1,100
1,101,1,3,225
0,15,1,3,295
1,7,1,1,320
2,56,0,2,54
0,6,0,15,40
1,30,0,30,100
0,20,0,1,45
0,21,0,2,56
2,56,0,1,45
0,6,0,2,60
1,23,1,3,200
0,90,0,3,80
1,4,0,7,55
1,165,1,3,131
0,21,1,3,240
1,7,1,3,237
0,96,0,1,63
0,6,0,2,56
1,11,1,3,250
1,14,1,30,500
1,5,1,29,187
0,54,0,5,80
0,6,0,7,80
0,79,1,3,99
0,12,1,1,211
1,5,1,30,200
0,24,1,5,100
1,2,0,3,85
4,205,0,1,65
1,28,1,1,123
0,15,0,2,48
0,20,1,3,149
0,6,0,2,65
0,15,0,2,65
1,4,1,6,89
0,15,0,2,64
1,45,1,14,120
0,15,0,28,33
1,23,1,5,139
0,24,0,1,60
2,49,1,1,78
1,14,1,1,500
2,106,1,2,85
1,28,1,3,135
1,5,1,30,300
1,28,0,1,120
1,52,1,2,249
1,45,0,2,85
2,121,0,2,50
0,21,0,1,45
0,29,1,2,75
0,20,1,5,275
1,8,1,6,141
0,12,0,2,75
2,44,1,2,200
1,1,1,8,115
0,15,1,2,80
1,14,1,30,275
0,20,1,3,190
1,23,1,2,600
2,155,1,4,145
0,12,0,3,100
0,15,1,30,165
1,23,1,3,115
0,24,0,1,55
1,30,0,2,40
2,118,0,5,50
0,21,0,15,47
1,19,0,2,83
1,8,1,14,294
0,6,0,2,80
1,23,0,20,110
2,37,0,2,46
1,28,1,4,750
0,6,0,1,50
2,129,0,5,60
0,3,1,4,425
0,24,1,4,93
2,56,1,30,95
2,39,1,1,85
0,29,1,5,100
1,19,1,30,150
0,6,0,80,30
0,6,1,2,113
0,0,0,1,46
0,12,1,1,1200
0,32,1,10,175
1,19,1,2,195
0,6,1,3,112
2,44,0,2,100
2,39,1,2,150
1,7,1,30,199
1,5,1,30,350
0,38,1,4,200
0,73,2,2,30
1,2,1,3,80
0,21,1,4,150
1,19,0,2,149
1,2,0,1,120
1,68,1,30,1100
0,6,0,3,55
1,1,0,3,389
2,49,1,2,140
0,6,0,10,28
1,11,1,1,100
0,13,1,2,130
1,77,0,2,200
1,19,1,4,194
2,106,0,1,35
1,2,0,14,65
2,49,0,1,60
0,6,1,1,700
4,69,1,2,125
1,14,0,1,85
1,53,0,2,99
1,8,1,5,200
2,103,0,1,60
0,10,1,28,105
0,12,0,2,149
1,43,1,30,250
0,12,0,1,190
1,14,1,1,215
0,21,0,2,30
0,123,0,2,99
0,12,1,2,178
1,28,1,14,150
0,12,0,2,70
0,6,0,1,75
1,51,1,2,250
1,23,0,2,95
0,20,0,2,100
0,79,0,2,80
0,20,1,3,199
1,2,0,4,95
1,2,1,5,105
1,30,0,2,60
0,6,1,1,101
1,11,1,3,249
1,2,1,3,78
0,13,1,2,167
2,46,0,1,135
1,8,1,1,236
1,19,1,3,400
0,0,0,7,79
0,12,1,6,125
3,109,0,2,40
0,54,1,1,33
1,8,1,3,750
1,2,0,1,147
0,6,0,9,58
1,30,0,1,48
0,54,0,1,100
1,23,1,1,250
0,21,0,1,85
2,37,0,2,47
1,23,1,4,207
2,180,0,3,239
0,12,0,2,85
1,68,0,1,65
0,13,2,2,38
0,33,1,4,135
4,144,1,3,80
1,2,1,5,400
0,12,1,3,160
0,13,0,2,80
1,71,0,5,169
1,2,1,5,120
0,117,0,2,60
0,21,0,1,75
0,79,1,2,120
1,18,0,2,125
1,4,1,5,90
0,111,0,1,54
1,19,0,1,74
0,12,1,3,110
1,30,0,3,75
1,2,0,6,100
2,39,1,2,75
0,33,1,30,100
0,6,0,2,55
0,12,0,2,90
0,22,0,2,50
1,68,2,3,70
1,71,0,1,100
1,19,1,31,140
3,74,1,2,78
1,11,1,5,240
0,6,0,3,55
1,19,1,30,110
1,45,0,4,55
1,28,1,7,135
3,110,0,4,35
1,2,0,1,140
0,6,1,5,97
1,28,1,30,271
0,12,0,2,75
1,9,1,5,117
1,7,1,2,265
0,13,1,4,275
0,29,1,1,126
0,12,0,2,67
2,56,1,4,130
1,43,1,2,468
2,83,0,2,50
2,49,0,3,70
0,6,0,7,50
0,79,1,14,120
1,7,0,1,114
2,39,0,2,75
0,73,1,4,70
0,24,0,14,45
2,37,0,1,80
0,38,0,1,59
1,77,1,3,450
1,7,1,5,269
0,21,1,2,190
1,19,0,1,79
3,93,0,1,85
1,28,1,2,180
1,11,1,1,200
1,5,1,4,200
0,15,1,21,150
1,5,1,30,250
1,28,0,1,75
1,4,0,1,85
0,21,1,3,100
1,26,1,25,100
1,43,0,30,57
0,21,2,1,39
2,46,0,2,83
1,45,0,1,53
0,22,1,3,86
1,43,0,3,175
1,4,0,2,50
0,6,1,30,92
0,6,1,2,185
1,19,1,2,150
1,102,1,30,185
0,12,0,31,45
0,6,0,2,85
1,9,1,3,199
1,5,1,3,200
2,81,1,2,85
1,30,1,30,95
1,19,1,2,219
1,11,1,5,300
0,6,1,5,80
1,27,1,5,650
1,28,2,1,90
0,16,1,4,139
1,8,1,30,220
0,12,0,3,40
0,6,1,3,120
1,2,1,7,165
2,46,0,1,200
0,22,0,2,69
0,13,1,6,135
1,7,1,30,90
0,6,0,4,51
0,6,1,4,165
0,15,0,1,60
0,12,1,2,100
1,2,1,3,260
1,2,1,90,110
1,23,0,2,85
2,112,0,1,48
0,20,1,3,199
1,23,0,1,85
1,11,1,3,147
1,1,0,2,160
0,6,0,29,45
0,0,0,3,60
1,2,1,5,450
1,19,0,3,120
1,7,0,5,120
1,43,1,20,139
0,6,0,2,64
2,85,1,3,250
1,8,1,1,200
1,7,1,2,230
1,1,1,1,409
1,19,1,6,300
0,6,1,2,150
0,6,0,1,80
0,15,0,10,38
1,30,2,1,360
1,7,0,2,215
0,22,1,3,85
1,19,1,2,125
1,9,1,7,92
0,79,0,5,41
2,49,1,3,90
0,21,1,5,90
0,22,0,1,95
0,6,1,3,185
1,2,1,6,90
1,28,1,1,149
1,11,1,2,350
0,0,0,1,50
1,43,0,3,85
1,19,0,1,89
0,21,0,30,58
1,7,1,30,235
0,6,0,1,55
1,2,0,1,55
0,12,1,30,275
0,22,2,5,30
0,12,0,5,70
0,3,1,7,130
1,8,1,1,175
0,21,1,2,135
1,11,1,1,500
1,2,0,1,85
0,20,0,1,199
1,7,1,3,200
0,29,0,4,69
0,12,1,2,245
0,73,2,2,40
1,23,1,2,200
0,21,0,7,41
0,3,0,2,175
1,2,1,10,125
1,2,1,3,165
0,54,0,3,150
1,8,0,4,85
1,28,1,30,118
0,79,0,2,90
1,28,1,4,135
2,85,0,1,65
1,2,1,5,80
0,20,0,1,70
1,2,0,1,68
0,6,0,3,50
0,12,1,2,195
3,55,0,3,55
4,114,1,3,110
0,15,0,14,50
0,20,1,15,85
0,12,1,1,200
1,28,1,3,150
2,44,2,31,27
0,21,0,2,80
0,29,0,1,40
0,12,1,30,150
0,6,0,2,55
2,129,0,3,60
2,49,1,3,95
0,13,0,3,75
1,11,1,1,1050
1,30,0,1,60
0,12,1,30,275
2,85,0,1,85
0,12,0,3,80
0,12,0,7,50
0,6,0,30,65
2,129,0,2,45
0,6,1,2,67
1,2,1,1,85
1,8,0,7,110
1,30,0,2,85
2,44,0,30,42
2,56,1,3,120
1,2,0,2,99
1,19,1,5,155
0,21,0,2,49
0,12,1,1,125
0,12,1,4,210
2,103,0,2,60
0,21,0,2,45
1,4,1,29,110
1,64,0,7,100
3,86,0,4,34
1,7,1,3,250
1,26,1,5,220
1,28,1,4,150
1,8,0,1,61
0,12,0,2,120
4,99,0,6,100
2,83,0,2,100
0,10,1,6,275
0,6,1,30,130
0,6,0,1,43
2,37,0,3,68
1,28,0,1,85
1,2,2,2,45
0,13,1,5,100
0,32,1,2,200
1,19,0,1,95
0,12,0,1,80
1,19,1,2,190
2,154,1,2,97
1,7,1,30,100
1,14,0,1,199
0,20,0,2,100
1,14,1,7,185
1,8,0,3,100
2,25,0,2,75
1,68,1,5,239
2,31,0,30,40
1,30,1,1,175
0,21,0,2,40
1,1,2,1,85
0,0,1,4,115
1,30,0,1,70
1,45,1,5,290
0,117,0,7,50
1,14,1,1,175
0,90,0,90,30
0,76,1,2,121
0,21,0,2,60
1,4,1,2,250
2,85,0,1,67
0,6,0,2,60
0,12,0,8,65
0,12,0,1,90
0,0,0,1,45
1,26,1,1,349
1,1,1,3,699
0,12,1,1,180
1,9,0,1,90
1,43,1,2,228
0,13,1,10,128
1,28,1,1,350
0,21,0,1,70
1,4,1,2,195
0,21,0,7,45
2,56,1,14,150
0,6,1,3,75
2,162,0,1,40
0,123,1,2,115
0,6,1,4,100
0,6,1,30,85
1,28,1,4,300
0,15,1,1,85
1,28,1,30,95
1,30,0,4,79
0,21,0,2,90
0,21,0,3,41
1,8,1,1,125
1,1,1,2,130
1,7,0,1,150
0,20,0,2,81
0,6,0,2,70
1,2,1,1,150
1,71,1,30,225
0,6,0,5,45
1,7,1,3,170
1,1,1,1,180
1,7,1,2,250
0,13,1,2,550
0,20,1,3,140
4,99,0,2,80
1,2,1,2,270
0,21,1,6,65
1,2,0,3,49
0,15,1,2,150
1,14,1,7,275
1,1,1,3,140
1,4,0,5,79
0,15,1,2,70
1,4,1,3,110
2,31,0,30,40
0,12,1,1,152
0,100,1,1,100
1,7,1,2,205
2,121,0,2,83
2,37,1,30,140
0,6,1,2,67
0,12,1,3,170
1,28,1,30,110
0,12,1,3,200
1,7,1,3,140
1,11,1,30,182
1,2,0,25,59
1,7,0,1,129
1,14,1,2,160
2,56,1,2,99
0,6,0,1,42
3,89,1,1,60
1,19,1,5,200
0,12,0,1,80
1,68,1,3,225
1,8,0,1,80
4,133,2,1,36
1,23,2,14,35
0,54,1,6,185
0,12,1,10,160
1,30,1,8,80
0,100,0,2,58
1,7,2,1,65
1,2,0,2,69
0,12,0,2,67
0,21,1,2,125
0,33,1,2,199
0,6,0,2,65
0,6,1,1,68
0,6,1,2,135
2,56,1,1,90
0,6,0,2,95
0,21,1,7,135
0,6,1,2,190
1,1,1,2,500
0,17,0,2,50
0,20,0,1,60
1,23,0,9,70
2,25,1,1,110
0,12,1,30,136
4,144,0,1,90
1,43,1,2,235
0,12,0,2,80
1,7,1,7,145
1,9,0,1,98
0,20,1,8,130
0,20,0,3,40
1,2,0,1,55
1,2,1,30,200
0,13,0,2,95
0,10,0,14,65
0,15,1,2,200
3,216,0,1,39
0,12,0,2,90
0,15,1,4,245
0,24,0,2,99
0,6,2,30,20
2,152,1,3,85
1,52,1,1,6000
2,25,1,7,90
0,6,1,4,113
1,7,1,5,300
2,56,2,1,40
2,81,0,30,45
1,30,0,1,42
1,2,0,5,59
0,21,0,1,67
1,71,0,5,200
0,6,0,15,40
0,54,0,2,110
1,19,1,2,149
2,44,1,20,110
0,12,0,2,60
1,4,0,1,70
1,1,1,2,120
0,22,1,2,40
1,2,0,3,100
0,21,0,1,35
0,34,0,1,139
2,160,1,1,89
0,3,2,4,50
0,16,1,6,600
2,140,0,3,99
1,28,1,2,111
0,16,0,10,45
1,7,1,30,115
2,81,1,2,400
1,11,0,2,85
1,5,2,2,43
0,21,1,30,120
2,154,1,1,85
0,6,0,30,65
1,43,1,2,520
1,9,0,3,94
0,16,1,30,300
0,22,0,4,35
1,2,0,1,80
1,28,1,30,125
1,2,1,1,115
0,21,1,3,229
2,159,1,2,250
1,2,0,10,95
0,20,0,2,77
0,54,0,1,70
1,8,0,1,96
1,2,0,5,150
2,56,1,1,125
1,43,1,29,179
0,3,0,5,60
1,23,1,5,275
0,22,1,2,120
1,5,1,2,228
4,181,0,20,43
0,79,1,30,160
0,15,0,10,125
