neighbourhood_group,neighbourhood,room_type,minimum_nights,price
0,6,0,2,60
1,2,1,1,105
1,1,1,3,339
1,8,1,30,180
2,44,1,1,215
1,14,1,4,333
1,19,1,2,198
1,1,1,30,190
2,44,1,4,60
1,43,0,11,100
1,2,1,4,130
0,189,1,3,85
1,8,1,30,85
1,2,1,3,90
1,11,1,5,220
0,21,0,30,35
1,2,0,1,75
0,3,1,2,220
1,23,1,5,300
0,6,0,30,60
0,113,0,3,153
1,11,1,4,144
2,149,1,3,95
1,2,0,1,70
1,8,0,4,99
2,25,1,10,199
1,8,1,1,150
1,28,1,30,155
2,183,0,2,49
1,27,1,2,650
0,6,0,1,70
2,56,1,7,125
0,12,0,21,64
1,2,0,2,69
0,54,0,4,70
1,1,0,1,400
1,4,0,7,80
1,23,0,2,220
1,5,1,30,197
0,6,0,20,62
0,0,0,10,85
1,7,0,1,120
0,12,1,6,360
1,5,1,3,190
0,12,1,3,200
0,24,1,3,135
1,8,0,1,500
0,12,0,2,80
0,15,1,4,110
0,21,1,3,50
1,19,1,30,89
1,43,1,2,130
0,13,1,3,130
0,6,0,2,43
1,8,1,7,240
2,83,2,1,28
0,6,0,2,50
1,8,0,1,99
1,26,1,4,125
0,12,1,7,225
1,26,1,1,200
1,2,0,29,40
1,2,1,4,300
0,21,0,1,90
1,1,1,30,239
0,29,0,3,80
0,84,1,1,95
0,3,1,1,195
2,46,1,1,44
1,28,1,3,199
0,21,0,5,70
2,39,1,4,85
0,12,0,1,65
1,7,0,1,79
2,56,0,1,70
1,43,1,2,229
1,23,0,1,290
0,3,0,1,65
0,54,0,7,35
1,30,0,10,40
0,6,0,7,100
1,5,1,30,345
1,2,0,2,90
0,3,1,7,130
2,56,0,4,63
2,63,2,4,33
0,6,1,3,92
1,14,1,2,290
0,3,1,12,104
0,29,0,2,45
1,28,0,3,73
1,11,1,1,125
1,11,1,3,175
0,21,1,2,80
1,4,1,4,150
4,142,1,90,127
2,83,1,9,110
0,6,1,2,70
2,95,0,1,58
0,22,0,3,70
1,5,1,30,367
0,15,0,2,65
2,49,0,1,45
1,4,0,3,79
0,13,0,1,71
0,6,0,30,65
0,6,0,2,61
1,19,1,6,500
4,42,1,7,76
0,12,1,4,325
1,8,1,30,271
1,8,1,65,175
0,20,1,4,225
0,12,1,30,165
1,8,1,1,100
1,1,1,30,225
0,15,0,3,100
1,50,1,1,459
1,52,1,3,170
1,23,1,3,311
0,6,0,2,40
1,45,0,3,70
0,6,1,1,50
1,28,1,2,275
1,4,1,3,150
1,23,0,1,80
0,54,1,3,75
2,49,0,1,50
1,30,0,14,48
0,12,1,2,348
1,23,1,1,250
0,10,1,2,218
0,54,1,2,199
1,23,0,14,80
0,10,1,2,179
1,1,1,30,136
1,4,0,10,78
1,23,0,1,120
1,71,0,1,100
0,24,0,5,44
1,23,0,5,75
1,23,0,1,120
1,7,1,3,300
0,15,1,2,133
1,43,1,2,377
0,21,0,30,64
1,7,1,6,145
0,21,0,2,80
1,1,1,30,175
0,147,1,2,129
0,3,1,4,110
2,25,0,1,100
1,2,0,1,60
1,7,1,5,128
1,71,2,2,59
0,6,0,7,50
1,9,1,4,189
0,117,0,1,40
0,21,0,1,65
1,28,1,5,125
1,19,1,1,450
1,28,1,30,300
1,7,2,1,90
0,15,0,1,70
0,15,1,1,145
0,15,1,1,87
2,140,0,3,90
2,39,0,1,49
2,118,0,2,60
0,22,1,4,80
0,15,1,5,250
0,75,1,30,100
2,126,1,3,89
0,79,0,1,79
1,26,1,4,295
0,15,0,1,45
2,56,1,1,100
0,6,0,4,45
0,20,0,2,73
1,2,0,7,100
0,13,1,3,310
1,8,0,30,60
1,2,1,2,132
0,21,0,30,50
1,2,1,3,240
0,15,0,3,60
0,12,0,2,80
1,2,0,30,48
0,6,0,2,45
0,6,0,2,45
0,54,1,2,80
0,12,0,2,75
2,61,0,1,55
0,34,1,2,262
0,22,0,30,44
1,2,0,1,45
0,12,0,2,95
1,8,0,1,140
1,7,1,3,150
0,12,0,3,59
1,11,1,30,1599
0,12,0,2,75
1,7,0,2,85
0,12,1,1,146
0,20,1,4,100
2,103,0,3,45
0,12,0,4,65
0,6,0,1,79
1,71,1,30,200
2,56,1,2,119
1,1,1,6,200
0,21,0,4,48
0,40,0,3,400
0,6,1,2,247
1,45,0,4,40
0,12,1,3,175
1,2,0,2,50
0,21,2,1,29
0,15,1,3,170
1,8,1,3,160
1,77,1,3,150
0,3,1,14,135
0,21,0,3,85
0,21,1,7,125
1,1,1,3,140
0,79,1,2,100
0,15,0,5,80
1,28,1,3,225
2,44,0,1,80
1,2,1,2,80
0,12,0,3,115
2,56,0,3,70
1,52,1,5,210
0,16,1,1,200
2,112,0,1,49
1,1,1,1,400
0,21,0,3,99
1,19,1,3,750
0,15,1,2,110
0,34,1,1,115
0,17,0,1,85
2,112,1,6,2600
1,2,1,7,300
1,19,1,3,295
2,106,1,1,250
1,2,0,5,135
0,6,0,3,80
1,7,1,3,135
0,6,1,1,102
2,87,1,1,40
1,43,1,3,150
0,20,0,3,59
4,66,0,5,40
0,15,1,4,120
0,36,1,2,300
2,162,1,2,119
0,12,0,30,125
0,15,0,6,110
0,6,0,2,50
0,34,1,3,190
1,2,0,2,60
0,21,1,5,65
0,6,0,6,60
0,34,1,3,414
0,16,1,7,225
1,23,0,2,174
0,22,1,3,120
1,26,1,30,100
1,4,1,14,100
4,169,1,2,150
2,210,1,3,149
1,26,1,1,299
2,83,2,1,30
1,43,1,7,240
0,20,1,4,114
1,5,1,1,175
0,123,0,25,63
1,4,1,5,80
0,12,1,3,249
0,12,1,2,200
1,2,1,7,111
1,2,0,2,70
1,7,1,1,300
0,12,0,5,80
1,14,1,6,199
0,0,0,2,60
1,19,1,1,179
0,21,0,1,150
0,67,1,60,85
1,60,0,1,89
1,27,0,1,119
1,7,1,2,299
1,28,1,5,325
0,24,1,2,131
0,40,1,14,134
0,21,0,1,50
0,21,1,1,120
1,14,1,6,128
1,2,0,2,49
2,56,1,3,180
0,12,0,2,60
2,56,1,4,99
0,12,0,3,100
1,2,1,7,450
1,2,0,2,75
1,28,0,12,53
0,12,1,1,87
1,28,1,1,110
0,6,1,3,180
0,6,1,31,72
1,2,0,5,54
1,19,1,7,395
1,1,1,2,108
0,3,0,1,41
1,26,1,30,450
0,12,1,4,160
0,15,0,7,35
2,44,1,2,75
1,7,0,1,49
0,29,1,3,129
2,124,1,1,138
1,64,1,2,145
2,25,0,1,65
1,7,2,1,75
0,15,0,1,50
1,28,1,30,150
2,183,0,1,60
0,21,0,1,80
0,21,0,30,55
4,80,1,1,159
0,21,0,1,60
1,11,1,3,195
0,6,1,3,89
0,21,0,5,45
0,6,0,2,55
1,28,1,3,135
1,5,0,5,85
1,14,1,5,425
1,1,0,3,380
1,1,1,30,175
1,23,1,2,135
1,43,1,2,200
0,15,0,1,47
1,64,1,5,295
1,11,0,2,159
0,3,0,10,50
0,24,1,2,100
1,19,0,1,119
0,12,1,3,228
2,46,0,1,29
0,12,0,3,60
0,100,0,1,54
0,21,1,3,275
0,6,0,1,85
1,52,0,1,47
0,6,0,2,120
2,106,1,2,150
1,77,1,30,285
1,4,1,3,165
0,24,0,20,50
0,12,0,5,55
1,7,1,30,250
1,5,1,4,899
0,12,0,1,99
0,6,0,20,60
1,5,1,3,105
0,12,1,31,155
1,28,2,1,40
0,6,2,3,36
0,15,0,30,55
0,24,1,3,80
2,124,0,1,78
0,33,1,4,180
2,56,1,3,195
2,25,0,3,85
1,43,1,29,294
0,21,0,4,50
1,2,1,2,130
2,56,1,1,169
0,6,0,2,58
0,15,2,1,20
0,6,1,30,92
1,14,0,1,115
0,10,0,2,80
1,68,0,2,90
1,7,1,3,189
1,23,1,1,350
2,83,1,1,86
1,14,0,2,150
1,4,1,1,75
0,12,1,10,150
0,21,0,4,150
0,21,0,1,30
0,197,0,2,59
1,7,1,1,179
1,2,0,1,55
0,34,1,3,125
1,14,0,1,133
1,5,1,30,179
1,2,1,1,91
1,19,1,2,495
0,12,1,4,150
0,6,1,2,360
1,51,0,3,85
1,28,1,2,225
0,6,0,1,48
1,1,0,2,120
0,12,1,1,170
1,68,1,1,160
0,6,1,1,350
0,12,1,2,250
0,12,1,4,150
1,7,1,2,450
0,6,0,2,42
1,30,0,1,82
2,56,1,1,215
1,1,1,1,250
0,6,1,5,185
2,39,0,3,72
1,28,1,3,110
2,44,0,1,44
4,168,1,1,200
2,56,2,1,110
1,19,1,5,200
0,12,1,5,550
1,4,1,3,382
1,26,0,28,95
1,64,0,1,84
0,12,0,3,110
0,6,0,2,60
0,16,0,2,110
2,46,0,2,75
0,6,1,1,120
1,2,1,1,130
4,88,0,1,33
0,6,1,5,90
1,8,0,4,200
0,12,1,2,99
0,13,1,3,200
1,7,1,30,185
1,19,1,5,150
1,52,1,2,180
4,133,0,2,35
1,1,1,2,139
0,6,0,5,55
1,8,0,1,99
1,23,0,3,120
1,19,1,3,230
1,5,0,1,130
1,71,0,1,100
1,19,0,1,120
1,7,0,2,180
0,15,1,5,149
0,22,0,3,65
0,21,0,6,89
1,19,1,2,398
0,12,1,4,132
0,16,1,3,270
0,54,0,1,125
1,2,1,3,165
2,85,0,1,48
0,12,1,1,160
2,107,0,1,50
0,12,0,7,75
1,7,0,4,129
0,6,0,3,75
0,0,1,2,99
0,17,1,4,150
1,19,1,3,95
1,19,1,3,140
0,6,0,2,55
0,38,1,30,120
1,45,0,14,150
0,21,0,7,50
1,64,0,3,100
0,21,0,1,110
1,28,0,7,105
0,21,0,6,35
1,4,0,1,109
0,24,0,10,47
1,2,1,2,95
0,13,0,2,150
1,2,1,3,110
1,4,0,2,90
1,26,1,3,250
1,1,2,1,99
0,24,1,2,200
1,52,0,21,120
2,106,0,1,149
0,6,1,2,101
1,2,1,4,100
0,12,0,14,65
0,6,1,2,125
2,121,1,5,195
1,14,2,2,75
1,19,0,5,75
1,28,1,1,210
1,1,1,4,180
2,126,1,30,96
1,26,1,30,109
1,7,1,7,151
0,6,2,1,36
1,2,0,7,50
1,45,0,1,150
2,63,0,1,65
1,19,0,3,100
1,26,1,4,180
1,14,1,3,235
0,6,1,3,145
0,21,0,1,90
0,20,1,3,189
0,6,1,4,105
1,52,1,4,300
0,15,1,2,115
1,5,1,2,325
0,17,1,3,180
0,12,0,1,99
0,12,1,14,90
1,2,0,1,70
1,30,0,7,31
0,3,1,1,103
0,38,1,7,140
2,37,1,2,278
1,9,1,7,149
1,28,1,4,99
1,7,1,1,200
2,47,0,2,70
1,1,0,1,375
0,6,0,2,60
1,52,0,3,100
2,85,1,2,250
0,6,0,2,74
3,86,1,1,199
1,26,1,30,650
1,30,0,3,40
1,7,1,3,199
0,6,2,1,28
0,20,0,3,89
0,29,0,3,340
0,12,0,2,90
1,26,1,30,150
0,20,0,3,59
0,38,0,5,250
1,8,1,1,105
0,16,1,4,120
1,4,0,1,45
2,56,0,1,60
0,13,0,1,105
0,82,1,3,130
1,8,1,2,188
0,12,0,1,150
1,7,0,5,150
0,15,0,7,32
4,80,0,5,38
1,23,1,2,200
1,7,1,2,245
1,102,0,1,95
1,8,1,1,155
1,27,1,2,189
1,14,1,2,150
1,9,0,13,128
4,57,1,2,100
1,28,0,2,200
0,6,0,3,100
1,2,0,1,85
1,101,0,1,100
1,23,1,1,125
1,11,1,3,180
1,71,1,30,316
1,8,1,2,160
1,2,0,14,85
0,111,2,1,35
2,81,0,29,40
2,63,1,2,175
1,2,0,2,79
0,20,1,4,130
1,1,0,3,89
2,126,0,1,140
0,12,1,4,234
1,7,0,2,130
1,1,0,2,200
0,73,0,1,59
1,53,1,3,255
0,20,0,2,70
0,15,0,2,80
2,126,0,2,31
0,6,0,30,38
1,19,1,2,100
1,14,1,1,225
2,139,0,2,76
0,6,0,3,40
1,2,1,1,150
2,94,0,1,135
2,183,0,1,60
0,20,0,5,55
1,8,1,2,380
1,1,1,1,333
0,6,0,5,89
1,51,1,1,100
0,12,1,2,85
0,16,1,2,149
1,7,1,1,273
3,172,0,1,27
2,83,0,1,50
1,2,1,4,110
0,21,0,4,85
0,21,1,1,80
1,19,0,6,90
0,13,1,4,120
1,11,1,5,250
1,19,0,1,50
1,77,1,3,220
0,34,0,2,80
1,5,1,30,125
1,1,1,29,190
0,21,0,14,35
0,12,0,4,40
0,6,0,4,43
0,20,1,1,149
1,1,1,30,200
0,15,1,20,147
0,12,1,2,175
2,49,1,3,140
2,56,0,5,30
1,28,0,2,200
1,14,1,7,350
1,19,1,3,478
1,2,0,1,100
2,39,1,2,140
1,27,1,2,350
0,13,1,4,130
1,8,1,3,225
1,7,1,31,249
1,14,1,29,232
1,7,2,1,85
1,5,1,2,120
2,49,0,30,175
0,15,1,2,130
0,12,0,2,115
0,21,2,1,28
1,4,1,7,150
1,7,0,6,270
0,15,0,1,28
0,16,1,1,200
0,22,1,3,115
0,33,1,1,200
2,116,0,5,70
1,1,1,1,275
0,20,1,1,119
2,25,0,4,80
0,54,0,1,47
1,2,1,3,150
0,6,0,2,187
1,2,1,2,150
1,28,1,1,165
0,34,1,2,135
1,7,0,5,65
1,28,0,1,80
0,12,0,2,95
2,25,0,30,80
1,19,1,1,129
1,26,1,3,600
0,33,0,2,98
0,6,1,2,97
1,1,1,5,145
1,1,1,1,200
0,111,0,3,55
1,23,1,2,150
0,6,0,2,72
4,98,0,1,40
0,12,1,8,95
1,2,0,3,50
1,2,0,2,69
0,20,1,4,130
0,12,0,2,65
0,12,1,5,275
1,4,1,2,100
1,1,0,5,200
0,20,0,30,45
0,67,2,11,24
0,70,0,7,38
0,21,1,1,400
0,12,1,5,91
2,81,1,60,100
1,51,0,3,70
1,19,0,1,90
2,83,1,2,250
0,15,0,3,70
2,44,1,2,100
0,70,0,7,35
1,2,0,2,95
1,1,0,7,86
0,12,1,2,220
0,6,2,3,39
1,1,1,5,250
1,14,1,30,280
1,2,0,7,43
0,38,0,1,70
1,28,0,10,99
0,3,1,3,125
1,2,0,3,100
1,14,1,30,179
1,14,1,3,900
1,23,0,3,150
0,6,0,1,125
3,212,1,2,135
0,3,1,2,139
0,21,0,2,65
1,2,0,2,50
0,75,1,15,100
1,19,0,6,99
0,12,1,2,164
1,11,1,1,200
1,9,1,4,139
1,68,0,2,150
1,2,0,2,100
1,2,0,3,75
1,2,1,5,139
1,19,1,1,297
0,36,1,3,109
2,125,2,2,150
0,20,0,5,55
1,26,1,30,142
1,8,0,1,60
1,8,1,7,265
4,209,0,3,50
0,6,0,1,45
0,32,1,7,275
0,12,0,3,300
1,2,0,3,130
1,8,1,30,175
1,2,0,1,100
1,28,1,5,125
0,13,0,2,102
0,21,0,2,55
1,30,1,7,138
0,16,1,5,100
0,96,1,30,110
0,6,0,6,45
2,37,0,2,55
1,4,0,14,50
3,108,1,3,299
0,12,0,1,100
0,38,1,3,158
2,56,1,3,150
0,16,1,3,160
1,1,1,8,141
1,7,1,5,195
1,5,1,29,174
1,7,1,7,185
0,21,0,3,65
0,6,0,1,30
1,18,1,3,100
0,33,1,1,209
0,21,1,10,200
1,8,1,30,113
2,39,0,2,78
1,18,0,1,45
3,176,0,3,60
0,12,1,30,250
0,3,0,7,80
1,19,1,2,400
1,64,1,5,294
1,28,1,2,328
0,15,0,7,25
2,63,0,1,900
0,15,1,3,104
0,3,1,2,104
1,43,1,29,130
0,6,1,2,150
1,7,0,3,160
1,132,1,30,200
0,15,1,3,60
0,15,0,3,45
1,19,0,3,90
1,52,1,4,275
1,8,1,5,550
0,70,1,1,93
0,21,1,3,110
0,22,0,2,80
1,43,1,2,498
2,83,0,2,37
1,26,1,30,310
1,7,0,1,110
1,11,1,2,250
0,6,0,5,50
0,3,2,1,35
1,23,1,3,257
0,13,1,3,150
1,68,1,30,131
3,41,1,2,180
1,2,1,2,100
1,19,1,6,200
1,30,1,5,210
2,56,0,2,60
1,2,0,1,100
0,12,1,1,170
0,21,0,1,65
1,28,0,60,69
1,28,1,1,150
4,128,0,2,45
0,29,1,5,120
3,208,1,3,150
1,2,1,1,94
1,2,0,5,60
0,21,0,4,39
0,79,0,7,50
0,3,1,4,395
0,12,1,2,94
2,56,1,5,190
1,2,0,7,45
0,12,1,4,155
0,15,0,1,35
0,33,1,2,150
0,12,0,7,60
0,10,1,2,120
1,7,0,7,110
1,8,1,28,150
1,8,1,7,200
0,21,0,2,55
2,103,0,4,45
2,25,1,2,99
0,0,0,4,40
0,12,1,2,350
1,26,1,2,150
1,19,1,3,225
2,25,0,1,89
1,60,0,3,100
0,21,2,30,32
0,13,1,5,130
0,21,0,5,65
1,19,0,1,103
0,79,0,2,50
0,6,1,2,82
0,16,1,7,150
0,13,1,3,165
0,21,0,15,50
0,24,0,15,36
0,15,0,1,70
1,1,1,2,160
0,12,1,4,250
1,4,1,1,113
0,21,1,3,69
2,124,0,1,75
0,6,0,3,51
2,56,0,3,57
1,8,1,4,750
0,36,1,5,140
2,124,1,2,255
0,16,1,1,113
0,6,1,7,375
0,12,0,2,69
0,54,0,1,48
1,2,1,3,170
0,0,0,1,67
0,54,1,4,190
1,19,1,2,100
0,111,2,1,30
1,7,0,1,300
1,2,1,4,75
0,3,1,2,280
0,90,0,3,65
4,133,0,1,55
2,49,0,1,59
0,12,1,3,280
0,6,0,2,45
0,6,1,3,125
0,24,1,14,105
1,77,1,30,210
2,107,0,3,55
1,4,1,1,150
1,28,1,2,235
0,54,0,2,59
1,8,0,30,70
1,1,1,5,422
1,30,1,3,50
1,26,1,1,185
1,14,1,1,181
4,141,0,2,42
1,2,1,1,298
1,7,1,30,534
1,14,1,29,277
1,7,1,1,134
0,79,1,2,90
1,1,0,3,129
3,86,0,1,65
1,19,1,2,199
0,3,1,5,125
1,1,0,1,180
1,2,0,3,60
1,2,0,2,47
2,124,2,1,60
1,48,1,1,300
0,12,0,1,60
0,13,1,15,70
0,6,0,2,68
1,7,0,3,92
0,6,0,30,33
0,6,1,2,209
1,9,0,4,75
0,54,1,1,91
0,17,1,5,138
1,28,1,2,150
0,17,0,3,65
1,2,0,1,200
1,1,1,1,110
0,16,1,5,115
0,54,2,30,27
1,14,1,9,205
2,31,1,3,125
1,1,1,7,300
0,21,1,1,225
3,148,0,1,56
0,12,1,3,200
1,28,0,7,100
2,159,0,2,875
1,2,0,2,100
1,52,1,4,120
0,33,1,3,800
2,103,1,1,50
0,70,1,2,300
1,11,1,3,200
0,6,1,2,90
0,79,1,7,180
0,21,0,30,72
0,20,1,2,171
1,2,1,5,250
0,15,2,2,25
0,12,0,2,100
2,95,0,1,75
0,20,1,3,500
0,12,1,5,200
0,6,1,1,100
0,10,1,4,380
0,6,2,1,32
4,98,0,1,55
1,5,0,4,150
1,19,1,4,220
1,68,0,3,295
0,6,0,6,55
1,71,0,1,249
4,98,0,3,65
1,8,0,1,40
0,3,1,2,115
0,67,0,1,50
0,3,0,2,200
0,21,0,7,38
1,8,1,2,124
0,6,0,2,65
0,20,0,7,55
4,127,1,2,85
1,68,1,2,155
0,6,0,3,45
1,28,1,30,142
1,7,1,2,200
2,56,2,2,32
0,17,1,15,125
1,27,0,3,100
1,8,0,3,80
1,2,0,5,55
0,15,0,7,32
2,83,1,4,153
1,2,0,7,150
0,3,0,1,259
1,43,1,1,200
4,59,1,2,95
1,30,0,3,60
0,90,1,7,165
1,2,1,2,135
1,43,1,1,1000
0,54,1,2,97
0,12,1,1,160
1,7,1,3,250
0,21,0,1,65
0,12,1,1,165
0,21,0,2,65
0,12,0,1,70
1,8,1,2,305
0,12,1,15,105
0,12,1,5,150
1,28,1,30,117
1,23,0,2,81
0,100,0,3,80
1,2,1,3,95
1,2,1,14,250
1,8,2,1,61
0,12,1,1,280
0,21,0,1,50
0,147,0,1,39
0,67,0,30,45
1,28,1,1,130
0,97,1,30,186
2,63,1,1,100
0,79,1,4,150
1,8,0,5,155
1,7,1,6,350
0,6,1,1,500
0,12,1,2,205
2,126,0,3,26
1,19,1,3,130
4,66,0,3,40
4,177,1,7,80
1,26,0,2,355
2,37,0,1,60
0,13,0,30,100
1,7,0,1,140
0,20,0,1,100
0,22,0,3,50
2,56,0,2,55
0,20,1,1,135
2,107,0,5,80
1,23,1,2,300
4,59,0,2,75
0,21,0,3,41
1,8,1,31,200
1,45,1,1,100
1,8,0,30,60
0,34,1,1,99
0,111,0,2,49
4,88,1,2,196
1,1,1,29,239
3,55,0,2,37
0,117,2,1,50
0,12,0,1,90
0,22,0,1,148
1,19,1,2,125
0,22,0,14,70
0,12,0,2,60
2,103,1,1,99
0,12,0,4,50
0,13,1,2,220
0,12,1,2,130
2,63,0,2,125
1,1,1,30,175
1,27,0,4,180
1,23,0,30,94
1,52,1,3,315
0,97,0,3,60
2,37,0,2,75
1,2,0,3,65
1,23,1,2,175
1,18,1,20,70
0,15,1,1,67
1,30,0,4,50
1,19,1,28,133
0,21,1,2,111
1,64,0,7,109
1,19,0,3,80
0,6,0,10,50
0,6,1,2,130
1,23,1,1,170
4,173,1,3,75
1,8,0,3,98
0,21,0,30,35
1,19,1,2,175
1,11,1,2,229
0,0,1,7,175
2,44,0,30,47
1,7,1,8,150
3,196,1,4,275
0,15,1,3,130
1,14,1,1,200
2,63,2,2,60
0,12,1,5,225
0,17,1,30,97
1,2,0,1,500
0,6,1,2,64
1,18,0,4,59
2,31,0,2,120
0,117,1,2,140
1,8,1,10,200
0,6,1,2,100
0,79,1,7,150
1,30,1,3,300
1,28,0,1,80
1,4,1,3,155
2,25,1,4,160
1,23,1,30,250
2,56,0,7,80
0,6,1,3,179
0,22,1,4,120
0,15,1,3,100
0,12,0,1,100
0,54,0,1,70
2,61,1,2,200
2,56,0,3,78
0,6,0,1,60
1,28,1,7,345
0,12,1,4,110
1,60,1,3,109
1,30,0,3,125
0,6,1,7,200
1,43,1,29,100
1,2,0,28,70
0,12,1,2,100
0,33,1,4,250
0,12,1,5,169
1,8,1,30,175
4,98,0,1,60
2,46,0,2,40
1,2,1,2,135
0,6,1,4,299
0,12,0,2,65
1,9,0,4,150
0,21,1,1,99
0,3,0,3,59
0,20,0,2,110
0,12,0,7,50
1,2,0,4,32
1,60,0,1,155
0,16,0,3,100
0,22,0,2,88
0,3,1,5,100
0,70,1,2,99
0,111,0,1,39
0,12,0,3,85
0,12,1,2,315
0,12,0,1,149
0,21,0,3,65
0,6,0,3,90
0,12,0,4,120
0,6,0,4,60
1,7,1,1,200
1,43,1,1,165
4,65,1,1,77
1,43,1,3,320
1,1,1,30,110
0,100,1,1,91
2,37,1,1,500
0,33,0,5,75
1,8,0,3,90
0,54,0,3,67
0,17,1,7,120
1,43,1,4,225
0,12,1,4,60
0,6,0,30,60
1,43,1,29,229
0,6,0,55,31
0,22,1,5,63
0,6,1,2,139
1,2,1,3,249
1,14,1,30,358
1,9,0,1,63
0,113,1,7,150
2,39,0,10,85
0,16,1,2,170
2,25,1,3,125
2,139,1,1,199
1,1,0,30,48
1,1,1,1,260
0,21,0,3,30
1,19,1,4,250
1,4,0,1,99
1,5,1,3,200
0,24,0,1,70
2,56,0,3,55
0,6,1,4,120
1,45,0,1,50
1,30,0,3,65
1,1,1,4,101
0,15,1,7,60
1,2,0,1,87
0,6,0,1,50
1,8,1,1,149
0,32,0,2,110
1,23,0,1,125
0,117,0,1,60
0,117,1,90,111
1,1,1,1,400
4,88,0,1,35
3,110,0,30,75
2,83,0,2,60
0,21,1,2,240
1,165,1,5,90
0,3,1,3,825
2,56,0,1,49
0,21,0,2,125
0,21,0,1,90
4,115,0,2,59
1,8,0,1,75
1,45,0,3,100
2,46,1,1,80
1,2,0,1,49
0,34,1,4,150
4,120,1,2,85
1,7,0,3,110
0,84,0,1,60
2,152,0,1,92
2,39,0,1,115
2,56,0,1,59
0,24,1,3,100
0,21,1,5,175
1,1,1,30,232
1,30,1,1,235
1,7,1,7,224
1,14,1,3,110
0,12,0,2,85
2,81,0,30,51
1,43,1,2,229
1,8,1,4,200
1,5,1,1,325
1,43,1,29,100
1,28,1,30,307
2,81,0,1,28
0,6,0,30,42
0,15,0,3,50
0,6,0,2,85
0,54,1,4,92
0,20,0,7,53
1,19,1,3,255
0,54,0,2,50
1,28,1,14,100
1,52,1,8,199
2,152,0,1,95
1,43,1,4,225
1,18,1,26,90
0,15,1,5,97
2,103,0,1,50
0,15,1,4,84
2,56,1,1,120
1,8,1,5,165
0,10,1,1,135
0,6,1,2,110
1,19,1,30,99
1,28,1,2,110
1,30,0,2,50
0,13,1,1,175
1,5,1,30,200
0,29,0,1,90
0,12,0,5,100
0,15,1,2,120
1,14,1,3,249
1,4,0,1,50
0,32,1,2,200
0,13,1,1,175
1,23,0,14,52
1,45,0,1,80
1,23,1,1,145
0,67,0,2,100
0,12,0,5,80
1,52,1,1,800
0,20,1,2,195
1,9,1,3,199
1,7,2,1,75
2,31,0,30,59
1,8,1,30,250
0,6,0,1,44
0,35,1,2,170
4,69,1,2,79
0,13,0,2,70
0,21,0,2,35
1,71,0,1,100
2,39,0,1,37
1,8,0,4,165
2,121,1,2,150
1,8,0,3,120
0,15,0,1,50
0,21,0,1,25
1,7,1,2,150
0,12,1,2,160
1,2,0,2,50
0,36,1,1,120
2,83,0,28,68
0,21,0,2,35
0,6,0,30,42
2,116,2,1,43
1,26,1,5,229
1,19,0,3,120
0,15,0,7,65
0,20,0,2,100
2,56,0,5,49
0,6,1,2,110
0,12,1,1,70
1,2,0,2,73
3,93,0,1,57
1,19,1,2,149
0,12,1,3,55
1,64,0,4,150
1,9,1,4,125
1,2,0,5,75
1,8,1,30,259
1,23,1,1,200
0,12,1,3,200
1,68,1,1,2000
4,150,0,3,40
0,6,0,2,65
1,19,0,1,60
0,21,0,2,80
1,2,1,2,102
1,53,1,2,160
0,79,1,4,75
1,19,1,2,99
1,2,0,1,145
1,43,1,29,220
1,14,1,1,300
0,6,0,3,79
0,33,1,4,225
1,26,1,2,350
2,37,0,1,48
0,12,1,7,115
0,12,1,24,75
0,6,2,4,45
1,14,1,2,450
1,1,0,2,100
1,2,0,1,95
1,19,1,3,140
1,2,0,3,50
0,15,1,2,125
0,12,0,5,75
0,6,0,2,42
0,21,0,1,75
1,8,1,2,175
0,12,1,2,125
0,111,0,3,103
2,56,1,30,107
2,103,0,1,59
1,28,0,1,89
2,31,0,3,55
2,83,1,1,105
1,2,0,4,70
1,101,1,30,325
1,45,1,4,140
0,54,1,3,80
0,12,1,1,250
1,18,0,30,33
0,12,0,3,64
1,7,1,2,300
1,8,0,30,60
2,81,2,1,40
0,79,1,5,64
1,26,0,20,150
1,1,1,2,145
1,11,1,4,115
1,28,1,1,156
1,28,1,30,245
1,23,1,3,350
0,6,1,2,299
4,173,0,1,99
1,4,1,3,84
0,21,0,1,70
0,24,1,2,120
3,172,0,7,31
0,12,1,10,150
0,29,1,5,91
2,49,1,2,127
0,12,0,1,91
0,79,0,1,58
0,13,0,30,45
0,12,1,2,111
1,7,1,3,499
1,23,1,3,175
1,4,1,3,140
1,1,0,2,110
1,30,0,2,70
1,8,1,7,175
1,30,0,1,50
0,6,1,2,95
1,19,1,1,142
1,2,0,4,75
0,90,0,1,89
1,14,1,3,215
2,94,0,1,70
0,22,0,60,35
1,52,0,30,120
1,23,1,4,320
1,28,1,5,199
2,46,1,3,60
0,6,0,1,59
1,30,1,5,155
2,124,1,30,66
0,6,1,4,130
0,12,1,4,90
4,181,0,1,300
2,31,0,7,35
1,2,0,2,100
1,19,0,30,50
1,8,0,4,135
1,7,0,1,195
1,2,0,3,90
1,14,0,2,140
0,21,1,2,102
1,7,1,3,160
0,12,0,1,75
1,2,0,3,60
1,8,1,2,200
1,43,0,1,150
1,7,1,3,289
0,22,0,3,50
1,4,1,14,113
0,24,1,2,135
0,75,1,4,150
1,30,0,3,65
1,28,0,2,500
2,25,0,2,60
1,7,1,1,225
0,22,1,7,80
